defaulted,loanid,username,loanapplicationstarteddate,languagecode,age,gender,country,appliedamount,interest,loanduration,education,maritalstatus,nrofdependants,employmentstatus,employmentdurationcurrentemployer,workexperience,occupationarea,homeownershiptype,incometotal,incomefromsalary,incomefromothers,existingliabilities,liabilitiestotal,debttoincome,noofearlierdefaults,noofpreviousloansbeforeloan,amountofpreviousloansbeforeloan,priorrepayments,previousearlyrepaymentsbeforeloan,previousearlyrepaymentscountbeforeloan
0,22CC9D2E-234E-4BCB-9FE8-AB5C00D65F15,BOKK74K74,2020-02-09 13:00:00,3,33,0,EE,3508.0,32.5,36,3,-1,,-1,MoreThan5Years,,-1,1,1500.0,0.0,0.0,3,825.53,0.0,0,2,7442.0,753.76,,0
0,3D0927CA-B959-42F0-B45D-AB5C00D8E033,BO916323KA,2020-02-09 13:09:00,4,45,1,FI,2283.0,36.58,60,1,-1,,-1,Retiree,,-1,3,1000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,E4CB4F41-2571-4647-896B-AB5C00DA01B5,BO542999,2020-02-09 13:13:00,1,37,0,EE,531.0,16.04,12,4,-1,,-1,UpTo5Years,,-1,1,1400.0,0.0,0.0,1,173.67,0.0,0,3,9142.0,1965.31,,0
0,F0EE62B2-4F92-4FA0-9EAD-AB5C00DD5640,BO9K3K534,2020-02-09 13:25:00,4,59,0,FI,1660.0,39.59,36,3,-1,,-1,MoreThan5Years,,-1,1,2500.0,0.0,0.0,1,338.34,0.0,0,1,10150.0,1556.3699999999994,,0
1,8AFA1EC1-416E-40DC-9E36-AB5C00EDD65C,BO3A25139,2020-02-09 14:25:00,4,57,0,FI,4150.0,36.71,60,1,-1,,-1,MoreThan5Years,,-1,3,2501.69,0.0,0.0,3,703.45,0.0,0,1,4150.0,371.21,,0
0,F4FC8590-34CF-41A4-9F4C-AB5C00EE8C58,BO4493574,2020-02-09 14:28:00,4,50,0,FI,518.0,38.45,48,5,-1,,-1,MoreThan5Years,,-1,8,2970.0,0.0,0.0,5,2075.85,0.0,0,2,4877.0,444.68,,0
1,032FD8C2-587D-4502-BC2F-AB5C00F294D1,BO2997167,2020-02-09 14:43:00,6,51,0,ES,531.0,76.87,60,4,-1,,-1,Retiree,,-1,1,1230.0,0.0,0.0,1,226.0,0.0,0,0,0.0,0.0,,0
0,DE2A9EE1-EE2A-4918-A08F-AB5C00F5CB75,BO7K16AK6,2020-02-09 14:54:00,4,32,0,FI,4150.0,40.12,36,5,-1,,-1,UpTo5Years,,-1,1,2800.0,0.0,0.0,5,1520.0,0.0,0,0,0.0,0.0,,0
0,649B37DB-0928-4510-8E9F-AB5C00F61640,BO96K33A5,2020-02-09 14:55:00,6,40,2,ES,531.0,76.87,60,4,-1,,-1,MoreThan5Years,,-1,8,2500.0,0.0,0.0,1,325.0,0.0,0,0,0.0,0.0,,0
0,C860C79B-C499-4C05-BC49-AB5C00F80F90,BO162A275,2020-02-09 15:03:00,1,50,1,EE,4253.0,22.5,36,4,-1,,-1,UpTo5Years,,-1,10,1200.0,0.0,0.0,1,62.0,0.0,0,0,0.0,0.0,,0
0,59E2B228-4540-4D43-B427-AB5C00FFBD95,BO12645A2,2020-02-09 15:31:00,4,40,1,FI,3009.0,39.15,36,5,-1,,-1,UpTo5Years,,-1,3,2100.0,0.0,0.0,2,293.96,0.0,0,2,8400.0,1284.41,,0
0,E897AC3B-BAD1-4F22-BD1B-AB5C0106394D,BO23AA265,2020-02-09 15:54:00,3,24,1,EE,531.0,33.06,60,4,-1,,-1,UpTo1Year,,-1,3,700.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,28FBD1BA-583E-4BBB-97CA-AB5C0106870D,BO16A723KA,2020-02-09 15:55:00,3,20,0,EE,531.0,36.63,36,3,-1,,-1,UpTo5Years,,-1,2,1200.0,0.0,0.0,1,300.0,0.0,0,0,0.0,0.0,,0
0,A8CBDCFC-F0A6-410E-BE86-AB5C01128897,BO327K935,2020-02-09 16:39:00,1,25,0,EE,1594.0,17.26,9,1,-1,,-1,Other,,-1,3,960.0,0.0,0.0,1,198.84,0.0,0,1,1594.0,369.73,,0
0,D9D808C2-8739-471B-A13D-AB5C0113EF43,BO2117A64,2020-02-09 16:44:00,6,47,2,ES,4253.0,22.72,36,5,-1,,-1,MoreThan5Years,,-1,8,1300.0,0.0,0.0,1,113.32,0.0,0,1,2126.0,156.2,,0
0,7A78F62F-1061-4B92-B6D9-AB5C0113FD48,BO92157K6,2020-02-09 16:44:00,4,60,0,FI,1556.0,36.48,60,5,-1,,-1,UpTo5Years,,-1,1,2500.0,0.0,0.0,0,0.0,0.0,0,1,518.0,518.58,,0
0,EEB78CDE-0F99-4FE2-8F8F-AB5C0118B09F,BOK6969AKA,2020-02-09 17:01:00,1,22,1,EE,744.0,24.6,18,1,-1,,-1,Other,,-1,1,400.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,B013154F-EDCC-4C1D-B560-AB5C0118DDEC,BO364723KA,2020-02-09 17:02:00,4,51,1,FI,3113.0,16.88,60,3,-1,,-1,MoreThan5Years,,-1,1,1800.0,0.0,0.0,1,450.0,0.0,0,0,0.0,0.0,,0
0,23E0816F-77FC-4EA6-AD0B-AB5C011A285D,BO115723KA,2020-02-09 17:07:00,1,43,1,EE,744.0,18.64,18,4,-1,,-1,MoreThan5Years,,-1,1,880.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,8602831A-FCC4-4789-9323-AB5C011B5CAD,BO27A7A44,2020-02-09 17:11:00,1,58,1,EE,3615.0,16.22,60,3,-1,,-1,Retiree,,-1,1,500.0,0.0,0.0,1,150.39,0.0,0,1,4253.0,138.45,,0
0,3E56A498-903C-4506-843E-AB5C01252A55,BO3A52432,2020-02-09 17:47:00,1,22,0,EE,1275.0,28.65,30,4,-1,,-1,UpTo1Year,,-1,2,700.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,9AE196F3-B030-4E8D-897D-AB5C012832A6,BO93759K5,2020-02-09 17:58:00,4,47,0,FI,4150.0,16.89,60,3,-1,,-1,UpTo1Year,,-1,3,2100.0,0.0,0.0,1,138.34,0.0,0,1,4150.0,232.87,,0
0,4EC95ACA-F135-4FE7-B490-AB5C0128E8FB,BOK573735,2020-02-09 18:01:00,3,25,0,EE,1807.0,42.21,36,4,-1,,-1,UpTo1Year,,-1,2,700.0,0.0,0.0,1,156.48,0.0,0,1,4253.0,149.75,,0
0,27B14B82-0E94-4B1D-B9B7-AB5C0129F0C6,BOK433526,2020-02-09 18:04:00,4,47,0,FI,4150.0,39.52,36,3,-1,,-1,MoreThan5Years,,-1,3,2000.0,0.0,0.0,3,638.34,0.0,0,1,4150.0,371.21,,0
0,31EE2421-F728-4446-B591-AB5C012CE6BB,BOAK37AK3,2020-02-09 18:15:00,1,41,1,EE,850.0,26.82,18,3,-1,,-1,Other,,-1,3,700.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1000.0,1
0,D49F40DC-2236-45D5-82F1-AB5C0136EFBE,BO44A747A,2020-02-09 18:52:00,1,58,0,EE,4784.0,39.43,48,3,-1,,-1,UpTo1Year,,-1,1,1200.0,0.0,0.0,2,353.07,0.0,0,1,4253.0,150.81,,0
0,DB5E09EE-82C7-408D-8AFC-AB5C013A046A,BO741223KA,2020-02-09 19:03:00,4,47,0,FI,3113.0,40.16,36,1,-1,,-1,MoreThan5Years,,-1,3,4000.0,0.0,0.0,1,1000.0,0.0,0,0,0.0,0.0,,0
0,7DD0F2B2-A408-432B-BD76-AB5C013ECE10,BOAK2223KA,2020-02-09 19:20:00,1,36,1,EE,4253.0,25.31,60,4,-1,,-1,UpTo5Years,,-1,10,900.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,827465A6-17E5-41AE-AABC-AB5C01410541,BO771139A,2020-02-09 19:28:00,1,28,1,EE,1063.0,28.84,60,4,-1,,-1,UpTo5Years,,-1,2,600.0,0.0,0.0,2,154.78,0.0,0,1,1594.0,92.84,,0
0,D9BA4D60-A947-48AD-A7D3-AB5C014845EB,liisu895,2020-02-09 19:55:00,1,35,1,EE,1063.0,44.73,48,4,-1,,-1,MoreThan5Years,,-1,1,529.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,80C3F379-7EF1-4A2D-9758-AB5C0149BD0E,BOK25223KA,2020-02-09 20:00:00,4,48,0,FI,4150.0,16.93,60,3,-1,,-1,Retiree,,-1,3,1995.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,38F24559-C41B-4845-9563-AB5C015265AE,BOK5K6295,2020-02-09 20:32:00,6,39,2,ES,531.0,76.9,60,4,-1,,-1,MoreThan5Years,,-1,8,1800.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,3A973183-1D14-4332-98D8-AB5C015CAD22,Veresinka,2020-02-09 21:09:00,1,39,1,EE,3189.0,21.42,60,4,-1,,-1,UpTo5Years,,-1,1,1050.0,0.0,0.0,1,98.0,0.0,0,0,0.0,0.0,,0
0,B580AD87-2FF0-4202-ABA8-AB5C016ADBFA,mummy,2020-02-09 22:01:00,1,48,1,EE,4784.0,47.57,60,4,-1,,-1,UpTo5Years,,-1,3,800.0,0.0,0.0,1,60.0,0.0,0,1,4250.0,4491.35,,0
0,EB89516A-8774-4FB2-A1BA-AB5C016DF1BC,BO6165612,2020-02-09 22:12:00,6,35,0,ES,2126.0,25.09,60,5,-1,,-1,UpTo5Years,,-1,3,904.0,0.0,0.0,2,152.52,0.0,0,2,3401.0,563.22,,0
0,0EEFC84B-05CC-42AE-8CD3-AB5C016F589B,BO79A2994,2020-02-09 22:17:00,4,21,0,FI,4150.0,38.06,48,3,-1,,-1,UpTo5Years,,-1,2,1100.0,0.0,0.0,1,210.0,0.0,0,0,0.0,0.0,,0
0,02965DF6-D0DC-4E7B-8EB4-AB5C017AA5C4,BO342969A,2020-02-09 22:58:00,1,44,0,EE,1169.0,24.93,12,4,-1,,-1,MoreThan5Years,,-1,1,1300.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,1E9FB881-3579-4BD7-92A8-AB5C017C3AB0,BOA432KA4,2020-02-09 23:04:00,6,36,2,ES,2126.0,43.3,60,5,-1,,-1,UpTo5Years,,-1,3,1800.0,0.0,0.0,3,587.76,0.0,0,2,5315.0,661.43,,0
0,CE64FFAA-C712-4D92-A409-AB5C017CAA09,BO7524124,2020-02-09 23:05:00,4,34,0,FI,4150.0,36.6,60,3,-1,,-1,UpTo5Years,,-1,1,2200.0,0.0,0.0,4,1288.34,0.0,0,1,4150.0,394.27,,0
0,3E24EA62-EC99-493C-BAA2-AB5C0180EC43,BO235423KA,2020-02-09 23:21:00,4,42,0,FI,1037.0,42.02,12,3,-1,,-1,UpTo1Year,,-1,1,2700.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,1AB8A97A-DF76-434C-B010-AB5D0002260C,BO24529K2,2020-02-10 00:07:00,6,41,0,ES,4253.0,45.53,60,5,-1,,-1,UpTo5Years,,-1,1,961.0,0.0,0.0,4,305.92,0.0,0,3,6801.0,928.61,,0
0,DF96447E-42E7-424E-BC99-AB5D00100E59,BO722A239,2020-02-10 00:58:00,6,44,2,ES,3189.0,78.75,36,4,-1,,-1,MoreThan5Years,,-1,1,1650.0,0.0,0.0,4,895.49,0.0,0,3,7865.0,1446.0,,0
1,C45AFACE-FF81-4CB5-8A1E-AB5D0010A6B0,BO4K16512,2020-02-10 01:00:00,6,26,0,ES,4253.0,23.64,60,5,-1,,-1,UpTo5Years,,-1,2,1500.0,0.0,0.0,3,273.21,0.0,0,2,5847.0,736.65,,0
1,D3A13BE4-05D3-408C-9431-AB5D0010E1F8,BO4372A52,2020-02-10 01:01:00,6,36,2,ES,3721.0,51.27,60,4,-1,,-1,MoreThan5Years,,-1,8,1450.0,0.0,0.0,3,232.68,0.0,0,3,4890.0,700.5899999999998,,0
0,97179E1D-C3E4-4D0F-B130-AB5D0010F7F8,BO7K1AA67,2020-02-10 01:01:00,6,52,2,ES,3189.0,29.58,60,4,-1,,-1,MoreThan5Years,,-1,1,1147.0,0.0,0.0,3,322.78,0.0,0,3,7969.0,1115.0000000000002,,0
1,A4E97ABA-2CCD-4806-BAA7-AB5D0014AFA4,BO19KK219,2020-02-10 01:15:00,6,27,2,ES,1594.0,62.04,60,4,-1,,-1,UpTo5Years,,-1,2,950.0,0.0,0.0,3,520.54,0.0,0,3,8503.0,1784.87,,0
0,5AAFAB98-7833-4BC2-BB41-AB5D0029EBA4,BO3K97699,2020-02-10 02:32:00,6,23,2,ES,4253.0,29.58,60,5,-1,,-1,UpTo1Year,,-1,2,1100.0,0.0,0.0,2,325.32,0.0,0,1,2126.0,195.88,,0
0,B041656D-7A8C-4B87-9599-AB5D0034EE1B,BO9691A14,2020-02-10 03:12:00,6,40,2,ES,4253.0,18.08,60,5,-1,,-1,MoreThan5Years,,-1,1,1750.0,0.0,0.0,3,458.55,0.0,0,2,4784.0,325.62,,0
0,9F031E7D-406B-480D-A246-AB5D003E97F3,BOK69K395,2020-02-10 03:47:00,4,25,0,FI,4150.0,39.4,36,3,-1,,-1,UpTo5Years,,-1,3,1700.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,818C73BB-4C39-4B6E-8BD4-AB5D0041937C,BO67499K9,2020-02-10 03:58:00,6,63,2,ES,1913.0,25.68,60,4,-1,,-1,Retiree,,-1,10,1300.0,0.0,0.0,3,373.87,0.0,0,3,9567.0,1379.61,,0
0,D6299797-C07A-47D7-9E5F-AB5D005B0FE0,BO471437A,2020-02-10 05:31:00,6,35,2,ES,2764.0,43.31,60,4,-1,,-1,UpTo5Years,,-1,5,1018.0,0.0,0.0,3,416.66,0.0,0,3,8504.0,1643.51,,0
0,71947F43-445A-4330-8378-AB5D0068B989,aivarpyrg,2020-02-10 06:21:00,1,42,0,EE,7442.0,44.24,60,4,-1,,-1,MoreThan5Years,,-1,8,1500.0,0.0,0.0,1,88.62,0.0,0,1,3189.0,147.34,,0
0,415AC030-18ED-4302-8B4D-AB5D007F7637,BO644915,2020-02-10 07:44:00,6,38,0,ES,4253.0,43.29,60,4,-1,,-1,UpTo1Year,,-1,2,2850.0,0.0,0.0,6,1002.63,0.0,0,2,6379.0,677.45,,0
0,4C878B78-74E6-4EE7-B100-AB5D0087173B,BO44327K2,2020-02-10 08:11:00,1,29,1,EE,531.0,14.57,18,5,-1,,-1,UpTo5Years,,-1,8,1326.0,0.0,0.0,1,600.0,0.0,0,0,0.0,0.0,,0
0,A842EACC-E407-4D26-A4B0-AB5D008E5473,BO31K7K64,2020-02-10 08:38:00,6,54,2,ES,3189.0,29.76,36,5,-1,,-1,MoreThan5Years,,-1,8,2300.0,0.0,0.0,2,203.83,0.0,0,2,6379.0,484.65,,0
0,2D8A1303-530B-4D56-9AF6-AB5D009188E1,BO499K93KA,2020-02-10 08:49:00,1,33,1,EE,1913.0,17.9,36,3,-1,,-1,UpTo5Years,,-1,2,570.0,0.0,0.0,1,40.0,0.0,0,0,0.0,0.0,,0
0,DD6BAB0B-5D1C-40C8-A5C3-AB5D0098B145,BOK743327,2020-02-10 09:15:00,4,48,1,FI,622.0,39.2,36,3,-1,,-1,MoreThan5Years,,-1,1,3500.0,0.0,0.0,2,511.06,0.0,0,2,11499.0,1932.27,,0
0,DFFB63C4-1A41-4C01-9F1F-AB5D009AAD1D,BO163A494,2020-02-10 09:23:00,4,67,0,FI,4150.0,39.51,36,1,-1,,-1,Retiree,,-1,1,850.0,0.0,0.0,1,69.15,0.0,0,1,1556.0,255.85,,0
0,695C5F8D-083D-492D-BBB8-AB5D009BF936,BOK224A35,2020-02-10 09:27:00,3,20,0,EE,531.0,40.89,36,1,-1,,-1,UpTo5Years,,-1,3,545.0,0.0,0.0,1,20.42,0.0,0,1,531.0,37.06,,0
0,47CC50B7-670A-46D5-9241-AB5D009BF305,BO715K1K9,2020-02-10 09:27:00,6,28,2,ES,3189.0,78.73,36,5,-1,,-1,UpTo5Years,,-1,3,1200.0,0.0,0.0,2,182.95,0.0,0,2,3716.0,752.9300000000002,,0
0,88565B44-C074-4B32-86E9-AB5D00A10E3E,BO5526A15,2020-02-10 09:46:00,1,25,0,EE,1063.0,36.99,60,1,-1,,-1,UpTo1Year,,-1,3,750.0,0.0,0.0,1,65.05,0.0,0,1,1807.0,118.6,,0
0,6C982CB6-937B-4D6A-88D7-AB5D00A470F9,BO16A114A,2020-02-10 09:58:00,1,27,1,EE,4253.0,19.94,36,3,-1,,-1,UpTo1Year,,-1,3,1150.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,D15B5221-B3A4-4984-8117-AB5D00A5DBC1,BO393A93KA,2020-02-10 10:03:00,4,33,1,FI,4150.0,37.11,60,3,-1,,-1,MoreThan5Years,,-1,1,2100.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,044936CA-ECC2-4236-99B5-AB5D00A67007,BO7425275,2020-02-10 10:05:00,6,56,2,ES,531.0,76.92,60,4,-1,,-1,MoreThan5Years,,-1,10,1189.0,0.0,0.0,2,630.0,0.0,0,0,0.0,0.0,,0
1,7E2484CB-D58E-4A06-AE26-AB5D00A6EE59,BO466K274,2020-02-10 10:07:00,6,45,2,ES,850.0,62.04,60,4,-1,,-1,MoreThan5Years,,-1,10,900.0,0.0,0.0,3,508.18,0.0,0,2,6379.0,639.1500000000002,,0
0,38D4D309-B232-4AB0-9A16-AB5D00A70954,BO911A93KA,2020-02-10 10:08:00,4,58,0,FI,2179.0,39.4,36,3,-1,,-1,Other,,-1,3,900.0,0.0,0.0,1,300.0,0.0,0,0,0.0,0.0,,0
0,34F5FCB1-037D-4931-8101-AB5D00AAAE06,BO97715K9,2020-02-10 10:21:00,1,49,1,EE,3189.0,33.48,36,1,-1,,-1,MoreThan5Years,,-1,2,1400.0,0.0,0.0,1,80.0,0.0,0,0,0.0,0.0,,0
0,41525F8E-1BD6-4E56-BB7A-AB5D00AB5C73,BO3K56747,2020-02-10 10:23:00,6,39,2,ES,4253.0,23.65,60,5,-1,,-1,MoreThan5Years,,-1,1,800.0,0.0,0.0,2,147.93,0.0,0,2,4784.0,300.92,,0
0,3E991F68-C5CC-411B-B36F-AB5D00AFEBA5,BO564A793,2020-02-10 10:40:00,1,34,0,EE,2126.0,22.16,12,3,-1,,-1,UpTo1Year,,-1,3,2000.0,0.0,0.0,1,216.0,0.0,0,0,0.0,0.0,,0
0,EA52B1F4-AC82-44D4-870D-AB5D00B1A858,BOA679714,2020-02-10 10:46:00,4,43,0,FI,1660.0,37.06,60,3,-1,,-1,MoreThan5Years,,-1,3,2000.0,0.0,0.0,0,0.0,0.0,0,1,1037.0,1080.2,,0
0,62AA3A73-F25C-4277-B5A6-AB5D00B1E76E,BO4721574,2020-02-10 10:47:00,6,52,2,ES,3189.0,31.63,36,4,-1,,-1,MoreThan5Years,,-1,8,2500.0,0.0,0.0,2,298.33,0.0,0,2,5315.0,726.54,,0
0,8B21078A-8208-47B4-9476-AB5D00B51BF8,BO9729KAKA,2020-02-10 10:59:00,4,59,1,FI,4150.0,17.57,36,3,-1,,-1,Retiree,,-1,10,1052.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,2AEF23F0-EF73-4E4F-8703-AB5D00B807CD,BO77125A9,2020-02-10 11:10:00,6,47,2,ES,531.0,31.62,36,4,-1,,-1,MoreThan5Years,,-1,8,937.09,0.0,0.0,3,1061.52,0.0,0,2,1061.0,249.48,,0
1,FCE625EB-06CB-41E3-9210-AB5D00B92E9A,BO67A393KA,2020-02-10 11:14:00,3,33,1,EE,4253.0,41.83,60,3,-1,,-1,UpTo1Year,,-1,3,900.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,99BADA6F-14D2-409B-84F5-AB5D00B9AD63,BO3K27593,2020-02-10 11:16:00,3,36,0,EE,6379.0,15.66,60,3,-1,,-1,UpTo5Years,,-1,3,1200.0,0.0,0.0,1,38.25,0.0,0,1,1594.0,66.28,,0
1,C94288A0-F819-4F20-B35D-AB5D00BAFEAA,BO952A599,2020-02-10 11:20:00,6,33,2,ES,3189.0,54.25,36,5,-1,,-1,UpTo1Year,,-1,2,1830.0,0.0,0.0,3,240.27,0.0,0,2,5315.0,661.02,,0
0,6CC7351E-5F8E-429C-8607-AB5D00BC2A21,BOA93393KA,2020-02-10 11:25:00,4,56,0,FI,1453.0,37.0,60,3,-1,,-1,Other,,-1,1,550.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,1CAD9FA4-4364-4D7C-BC3D-AB5D00BE9FD1,BO1757A49,2020-02-10 11:34:00,6,27,2,ES,637.0,25.12,60,4,-1,,-1,MoreThan5Years,,-1,2,1300.0,0.0,0.0,2,150.07,0.0,0,2,3720.0,319.6,,0
0,C9972B02-6BF8-40FF-A159-AB5D00BF8F8F,BO751393KA,2020-02-10 11:37:00,1,38,1,EE,4253.0,25.83,60,4,-1,,-1,MoreThan5Years,,-1,10,1000.0,0.0,0.0,1,160.0,0.0,0,0,0.0,0.0,,0
0,92C0449E-85B8-4514-AE8A-AB5D00C32DE9,BO93A1965,2020-02-10 11:50:00,1,29,1,EE,4253.0,26.98,36,4,-1,,-1,UpTo1Year,,-1,10,1000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,65227A7D-4AA7-4EC5-8E10-AB5D00C4181B,BO6346419,2020-02-10 11:53:00,4,54,1,FI,1245.0,39.51,36,1,-1,,-1,MoreThan5Years,,-1,1,2800.0,0.0,0.0,3,353.02,0.0,0,3,10579.0,1905.87,,0
0,05A587F8-1A26-4E43-BEEE-AB5D00C49013,BO6K56K93,2020-02-10 11:55:00,1,26,0,EE,2126.0,31.82,18,3,-1,,-1,UpTo5Years,,-1,1,1500.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,8E4D18F4-2C4C-43A3-9444-AB5D00C5436B,BO66466A1,2020-02-10 11:58:00,6,62,0,ES,2126.0,51.2,60,4,-1,,-1,Retiree,,-1,1,2134.0,0.0,0.0,3,699.96,0.0,0,2,6378.0,681.4800000000001,,0
0,ED3AC696-EC2F-4F02-9767-AB5D00C7C772,BO3957K15,2020-02-10 12:07:00,3,56,1,EE,2445.0,15.85,60,3,-1,,-1,Retiree,,-1,1,650.0,0.0,0.0,3,273.3,0.0,0,1,1594.0,98.7,,0
0,9D5807F5-42F2-4CDD-88FB-AB5D00CAD082,BO756A915,2020-02-10 12:18:00,4,35,1,FI,4150.0,36.74,60,1,-1,,-1,Other,,-1,10,1200.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,C464A55A-5F0B-4172-B25B-AB5D00CFBAD5,BO931A616,2020-02-10 12:36:00,4,57,1,FI,4150.0,40.21,36,3,-1,,-1,MoreThan5Years,,-1,3,1431.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,A9BEFB68-FF0F-4607-A89B-AB5D00D5C919,BOA61193KA,2020-02-10 12:58:00,4,57,1,FI,3321.0,17.65,36,4,-1,,-1,MoreThan5Years,,-1,3,1750.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,DFA78CCB-46B8-484E-84DB-AB5D00D8E9DB,BO914K255,2020-02-10 13:09:00,6,43,2,ES,531.0,76.9,60,4,-1,,-1,MoreThan5Years,,-1,8,1740.0,0.0,0.0,1,250.0,0.0,0,0,0.0,0.0,,0
0,0EFAA9CC-F5AD-460D-9F78-AB5D00DB59C1,BO65441K5,2020-02-10 13:18:00,4,36,1,FI,1037.0,36.76,60,5,-1,,-1,UpTo5Years,,-1,3,2530.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,2DE6FB0A-D0E2-4637-8F76-AB5D00DC587A,BOA543A64,2020-02-10 13:22:00,4,61,1,FI,4150.0,36.88,60,1,-1,,-1,Other,,-1,1,1091.0,0.0,0.0,2,166.0,0.0,0,2,4980.0,351.82000000000005,,0
1,A51229F3-25AA-4B68-BB80-AB5D00DE388C,BO165193KA,2020-02-10 13:29:00,4,30,0,FI,4150.0,40.16,36,3,-1,,-1,UpTo1Year,,-1,8,1500.0,0.0,0.0,1,386.0,0.0,0,0,0.0,0.0,,0
0,5F25A229-827E-4BF8-80DF-AB5D00DF8E81,BO413K623,2020-02-10 13:33:00,1,27,0,EE,6273.0,46.65,60,1,-1,,-1,Other,,-1,2,1200.0,0.0,0.0,1,158.85,0.0,0,1,4253.0,263.54,,0
0,64228301-2A4C-4E1C-B60B-AB5D00DFD0C0,BO56K793KA,2020-02-10 13:34:00,4,61,1,FI,1245.0,17.86,24,1,-1,,-1,Retiree,,-1,3,1510.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,D9370E67-A99D-4917-9DB8-AB5D00E25FFB,BO3717393,2020-02-10 13:44:00,1,29,1,EE,1275.0,43.13,30,1,-1,,-1,UpTo1Year,,-1,3,900.0,0.0,0.0,0,0.0,0.0,0,2,5953.0,6201.52,,0
1,2265BAEF-D0C6-457D-B0D6-AB5D00E67F43,BO6K52A35,2020-02-10 13:59:00,6,32,2,ES,4253.0,59.82,60,4,-1,,-1,UpTo5Years,,-1,2,1000.0,0.0,0.0,2,251.97,0.0,0,1,1913.0,200.11,,0
0,30C5D11C-2FC5-4A82-88A0-AB5D00E74D7F,BO72K13A7,2020-02-10 14:02:00,1,34,0,EE,6273.0,45.91,60,3,-1,,-1,UpTo1Year,,-1,2,1250.0,0.0,0.0,2,503.82,0.0,0,1,4253.0,518.68,,0
0,663B5C4C-CAD9-45F1-AC2D-AB5D00EB2BC0,BO3669392,2020-02-10 14:16:00,4,42,0,FI,1037.0,39.2,36,3,-1,,-1,Retiree,,-1,3,1275.0,0.0,0.0,1,50.0,0.0,0,0,0.0,0.0,,0
0,C4705F5A-B679-48F2-83D8-AB5D00EEABB6,BO625793KA,2020-02-10 14:29:00,4,39,0,FI,4150.0,40.16,36,4,-1,,-1,UpTo5Years,,-1,1,2800.0,0.0,0.0,1,450.0,0.0,0,0,0.0,0.0,,0
1,27296DF2-7302-48CF-A8E8-AB5D00EFABFC,BO4AK9795,2020-02-10 14:32:00,6,28,2,ES,531.0,76.9,60,5,-1,,-1,Other,,-1,3,1200.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,BB89444D-4B1C-4A7E-852E-AB5D00EF99D9,BOK452739,2020-02-10 14:32:00,6,38,2,ES,3721.0,25.68,60,5,-1,,-1,UpTo5Years,,-1,2,950.0,0.0,0.0,3,355.18,0.0,0,3,7440.0,1543.76,,0
0,A051C9E0-AC0E-43C6-905B-AB5D00EF9768,BOA17A23KA,2020-02-10 14:32:00,4,35,1,FI,3113.0,17.57,36,5,-1,,-1,Retiree,,-1,3,1465.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,3A86459A-792B-4358-B3CE-AB5D00F38D63,BOKAKA945,2020-02-10 14:46:00,3,41,1,EE,531.0,25.87,36,4,-1,,-1,UpTo5Years,,-1,1,900.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1593.0,3
0,F2ECB7A3-B1DE-416D-875B-AB5D00F60077,BO52K9734,2020-02-10 14:55:00,4,43,1,FI,3321.0,37.06,60,3,-1,,-1,MoreThan5Years,,-1,3,1200.0,0.0,0.0,3,368.9,0.0,0,2,8300.0,1079.04,,0
1,32ADB8E3-2E9A-4798-8070-AB5D00F731AF,BOA497KK4,2020-02-10 15:00:00,6,40,2,ES,531.0,76.75,60,5,-1,,-1,MoreThan5Years,,-1,8,1700.0,0.0,0.0,1,250.0,0.0,0,0,0.0,0.0,,0
